MSTRG.52.1	186480	1197	0.4755	-0.019217426978
MSTRG.52.3	186401	1197	0.4755	-0.019217426978
MSTRG.52.2	15646	522	0.9852	0.207572873014
MSTRG.52.4	15442	522	0.9852	0.207572873014
MSTRG.52.5	15137	522	0.9852	0.207572873014
MSTRG.52.6	10641	522	0.9852	0.207572873014
MSTRG.52.7	15313	522	0.9852	0.207572873014
MSTRG.52.8	186217	1197	0.4755	-0.019217426978
MSTRG.52.9	185936	1197	0.4755	-0.019217426978
MSTRG.52.10	15043	522	0.9852	0.207572873014
MSTRG.52.11	15252	522	0.9852	0.207572873014
MSTRG.52.12	181053	1197	0.4755	-0.019217426978
MSTRG.52.13	10507	522	0.9852	0.207572873014
MSTRG.52.15	1506	270	0.5319	0.0985242443081
MSTRG.52.14	15209	522	0.9852	0.207572873014
MSTRG.52.17	10484	522	0.9852	0.207572873014
MSTRG.52.16	15011	522	0.9852	0.207572873014
MSTRG.52.18	14951	522	0.9852	0.207572873014
MSTRG.52.19	185678	1197	0.4755	-0.019217426978
MSTRG.52.20	10424	522	0.9852	0.207572873014
MSTRG.52.21	10488	522	0.9852	0.207572873014
MSTRG.52.23	14943	522	0.9852	0.207572873014
MSTRG.52.22	185974	1197	0.4755	-0.019217426978
MSTRG.52.24	14983	522	0.9852	0.207572873014
MSTRG.52.25	13399	522	0.9852	0.207572873014
MSTRG.53.1	170884	1797	0.8792	0.0570690417838
MSTRG.54.1	1799	468	0.9028	0.101299802322
MSTRG.55.1	2780	1197	0.4755	-0.019217426978
MSTRG.56.1	2879	222	0.8158	-0.0738641487023
MSTRG.56.2	4487	330	0.8004	-0.0338417851076
MSTRG.52.26	16131	522	0.8845	0.208081803825
MSTRG.52.28	16068	522	0.8845	0.208081803825
MSTRG.52.27	16131	522	0.8845	0.208081803825
MSTRG.52.29	16131	522	0.8845	0.208081803825
MSTRG.52.31	2377	282	0.5847	-0.00378347373151
MSTRG.52.30	15500	522	0.8845	0.208081803825
MSTRG.52.32	15458	522	0.8845	0.208081803825
MSTRG.52.33	15359	522	0.8845	0.208081803825
MSTRG.57.1	9873	405	0.6006	-0.10267714344
MSTRG.57.2	30938	405	0.6006	-0.10267714344
MSTRG.57.3	1923	363	1.1858	0.349724696155
MSTRG.58.1	5112	1197	0.4629	-0.0235859024119
MSTRG.58.3	4772	1197	0.4629	-0.0235859024119
MSTRG.58.2	8251	1197	0.4629	-0.0235859024119
MSTRG.58.4	11543	1197	0.4629	-0.0235859024119
MSTRG.58.5	7728	1197	0.4629	-0.0235859024119
MSTRG.59.1	6216	465	0.5759	-0.202354065187
MSTRG.60.1	1264	252	0.5563	-0.212534022302
MSTRG.61.1	15975	414	0.4219	-0.166926338036
MSTRG.62.1	8085	543	1.1447	-0.216948423547
MSTRG.63.1	417881	2394	0.9387	0.262679923252
MSTRG.62.2	896	348	1.1764	-0.15063141005
MSTRG.64.1	14773	624	0.5475	0.0066169304996
MSTRG.65.1	33452	435	0.8252	-0.0113733210032
MSTRG.65.2	32487	435	0.8252	-0.0113733210032
MSTRG.66.1	16442	720	0.5234	-0.151085337187
MSTRG.66.2	15971	720	0.5234	-0.151085337187
MSTRG.67.1	4823	816	0.7714	0.187153022476
MSTRG.68.1	2231	513	1.0341	0.378730573722
MSTRG.68.2	2213	513	1.0341	0.378730573722
MSTRG.69.1	1420	474	1.2516	0.648697862393
MSTRG.70.2	36048	1266	0.6449	0.154650902971
MSTRG.70.1	36051	1266	0.6449	0.154650902971
MSTRG.70.3	36042	1266	0.6449	0.154650902971
MSTRG.70.4	35996	1266	0.6449	0.154650902971
MSTRG.70.5	22375	801	0.6548	0.078971108847
MSTRG.70.6	22250	801	0.6548	0.078971108847
MSTRG.70.7	1084	300	0.7559	0.125481890836
MSTRG.5.1	7305	924	0.5193	0.017120967935
MSTRG.5.2	5882	621	0.7662	-0.0240691834716
MSTRG.5.3	5455	621	0.7662	-0.0240691834716
MSTRG.5.4	1780	621	0.7662	-0.0240691834716
MSTRG.5.5	1924	621	0.7662	-0.0240691834716
MSTRG.7.1	34276	591	0.6731	0.142477742142
MSTRG.7.2	34273	591	0.6731	0.142477742142
MSTRG.7.3	10341	591	0.6731	0.142477742142
MSTRG.7.4	29861	591	0.6731	0.142477742142
MSTRG.7.5	24760	591	0.6731	0.142477742142
MSTRG.7.6	31734	591	0.6731	0.142477742142
MSTRG.4.1	3064	789	0.7014	0.0178014455146
MSTRG.4.2	3181	789	0.7014	0.0178014455146
MSTRG.6.1	15453	792	1.0395	0.270888569797
MSTRG.6.2	15173	792	1.0395	0.270888569797
MSTRG.6.3	15145	792	1.0395	0.270888569797
MSTRG.6.5	15104	792	1.0395	0.270888569797
MSTRG.6.4	15101	792	1.0395	0.270888569797
MSTRG.6.6	15245	792	1.0395	0.270888569797
MSTRG.6.7	15068	792	1.0395	0.270888569797
MSTRG.3.1	1459	582	0.7407	0.100962512061
MSTRG.1.1	220	153	0.7082	-0.0537512285604
MSTRG.2.1	205	0	0	0
MSTRG.34.1	20348	540	0.655	-0.014665720079
MSTRG.34.2	20153	540	0.655	-0.014665720079
MSTRG.34.3	19941	540	0.655	-0.014665720079
