MSTRG.1.1	280	144	0.5307	0.0450258991045
MSTRG.2.1	276	27	0.748	-0.763145345406
MSTRG.3.1	1355	363	1.1091	-0.144313666552
MSTRG.5.1	529	261	0.9551	-0.221831006538
MSTRG.4.1	264	108	1.1091	-0.0983643275449
MSTRG.6.1	1098	456	0.7776	-0.047505241547
MSTRG.7.1	2336	345	1.0035	0.0667938576763
MSTRG.8.1	625	78	1.1587	0.0395806430803
MSTRG.9.1	293	144	0.6992	-0.5392596125
MSTRG.10.1	608	99	0.7257	0.171470551241
MSTRG.16.1	60337	486	0.5654	0.117422051998
MSTRG.16.2	29874	477	0.6858	-0.3563498499
MSTRG.16.3	28836	477	0.6858	-0.3563498499
MSTRG.16.4	28515	477	0.6858	-0.3563498499
MSTRG.17.1	36145	339	0.7427	-0.193297590968
MSTRG.17.2	36145	339	0.7427	-0.193297590968
MSTRG.17.3	35842	339	0.7427	-0.193297590968
MSTRG.18.1	45916	1572	0.9293	0.112771023206
MSTRG.18.2	23006	1572	0.9293	0.112771023206
MSTRG.13.1	42104	510	0.4725	-0.100730344676
MSTRG.11.1	16097	402	0.5584	-0.282711645224
MSTRG.11.2	16038	402	0.5584	-0.282711645224
MSTRG.12.1	32933	444	0.5811	-0.150115986786
MSTRG.12.2	24580	444	0.5811	-0.150115986786
MSTRG.14.1	75486	1434	0.8456	0.096798971914
MSTRG.14.2	23930	1434	0.8456	0.096798971914
MSTRG.14.3	32477	312	0.7759	-0.450994317365
MSTRG.19.1	95025	468	0.4243	-0.336030970528
MSTRG.15.1	191812	852	0.5539	-0.610234124774
MSTRG.53.1	172418	732	0.7415	-0.261632439212
MSTRG.53.2	41080	681	1.0117	0.312445625374
MSTRG.53.3	5319	291	1.0715	0.174739176804
MSTRG.53.4	36003	681	1.0117	0.312445625374
MSTRG.53.5	6096	219	0.6163	-0.458522086911
MSTRG.21.1	235	72	0.4092	-0.961267336115
MSTRG.20.1	209	99	0.9484	0.0554208461051
MSTRG.28.1	239	75	0.4897	0.053402902392
MSTRG.25.1	544	135	0.735	0.0123738077875
MSTRG.29.1	202	99	1.1516	-0.0833865235846
MSTRG.26.1	1461	174	0.5709	-0.120892602989
MSTRG.22.1	1787	330	0.7792	-0.365274236394
MSTRG.24.1	4479	264	0.853	-0.181272556923
MSTRG.23.1	606	60	0.4098	-0.367151256106
MSTRG.27.1	256	66	0.9293	-0.240311061611
MSTRG.30.1	2885	321	0.735	-0.151482926683
MSTRG.31.1	643	183	0.7	-0.18719943406
